Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Year,Month,Day,Hour,Weekday,IsWeekend,Hour_sin,Hour_cos
2.5,1.3,92.0,6.0,26.349999999999998,101.83,2012,10,8,7,0,0,0.9659258262890683,-0.25881904510252063
1.5,-7.4,52.0,36.5,24.1,99.64,2012,11,24,13,5,1,-0.2588190451025208,-0.9659258262890683
-18.3,-22.5,70.0,0.0,25.0,102.57,2012,1,22,0,6,1,0.0,1.0
6.2,0.0,64.0,17.0,25.0,101.36,2012,4,14,5,5,1,0.9659258262890683,0.25881904510252074
4.7,0.5,74.0,17.0,25.0,100.79,2012,11,3,22,5,1,-0.5000000000000004,0.8660254037844384
-10.7,-16.9,60.0,19.0,26.349999999999998,102.17,2012,1,16,12,0,0,1.2246467991473532e-16,-1.0
20.1,2.6,31.0,22.0,26.349999999999998,101.73,2012,5,18,14,4,0,-0.4999999999999997,-0.8660254037844388
11.0,7.7,80.0,9.0,25.0,101.06,2012,8,29,3,2,0,0.7071067811865476,0.7071067811865476
1.0,0.0,93.0,19.0,22.750000000000004,100.09,2012,12,10,7,0,0,0.9659258262890683,-0.25881904510252063
-1.7,-2.5,94.0,6.0,25.0,100.47,2012,4,2,5,0,0,0.9659258262890683,0.25881904510252074
18.5,12.4,68.0,11.0,24.1,101.78,2012,8,24,7,4,0,0.9659258262890683,-0.25881904510252063
0.7,-0.7,90.0,6.0,25.0,101.94,2012,2,16,3,3,0,0.7071067811865476,0.7071067811865476
-7.8,-10.8,79.0,4.0,22.750000000000004,100.12,2012,1,7,3,5,1,0.7071067811865476,0.7071067811865476
0.4,-1.2,89.0,11.0,22.750000000000004,100.22,2012,4,2,0,0,0,0.0,1.0
1.5,-5.8,58.0,19.0,26.349999999999998,100.71,2012,2,18,15,5,1,-0.7071067811865471,-0.7071067811865479
18.8,12.2,65.0,20.0,26.349999999999998,100.83,2012,7,8,7,6,1,0.9659258262890683,-0.25881904510252063
4.0,1.0,81.0,11.0,22.750000000000004,100.61,2012,3,13,7,1,0,0.9659258262890683,-0.25881904510252063
2.8,-1.5,73.0,17.0,24.1,101.33,2012,12,14,12,4,0,1.2246467991473532e-16,-1.0
19.1,12.9,67.0,9.0,25.0,100.67,2012,7,1,23,6,1,-0.25881904510252157,0.9659258262890681
-8.5,-14.8,60.0,20.0,26.349999999999998,102.54,2012,12,15,16,5,1,-0.8660254037844385,-0.5000000000000004
0.9,-4.8,66.0,22.0,25.0,100.87,2012,2,10,17,4,0,-0.9659258262890683,-0.25881904510252063
32.2,20.0,49.0,26.0,24.1,100.74,2012,6,20,16,2,0,-0.8660254037844385,-0.5000000000000004
-3.2,-8.4,67.0,24.0,25.0,99.59,2012,2,25,17,5,1,-0.9659258262890683,-0.25881904510252063
19.6,12.4,63.0,13.0,25.0,101.64,2012,8,24,3,4,0,0.7071067811865476,0.7071067811865476
-4.1,-6.5,83.0,9.0,22.750000000000004,100.21,2012,1,5,4,3,0,0.8660254037844386,0.5000000000000001
-0.9,-6.5,66.0,9.0,25.0,101.9,2012,11,7,1,2,0,0.25881904510252074,0.9659258262890683
-2.9,-11.7,51.0,13.0,24.1,101.89,2012,2,29,14,2,0,-0.4999999999999997,-0.8660254037844388
-6.1,-14.5,51.0,6.0,26.349999999999998,103.01,2012,3,10,10,5,1,0.49999999999999994,-0.8660254037844387
19.7,9.4,51.0,7.0,25.0,101.53,2012,9,2,21,6,1,-0.7071067811865477,0.7071067811865474
-1.2,-6.6,67.0,20.0,25.0,100.62,2012,3,9,2,4,0,0.49999999999999994,0.8660254037844387
19.9,18.9,94.0,13.0,25.0,100.65,2012,8,11,20,5,1,-0.8660254037844386,0.5000000000000001
-11.9,-16.0,72.0,13.0,25.0,100.86,2012,2,14,1,1,0,0.25881904510252074,0.9659258262890683
2.8,0.6,85.0,9.0,25.0,100.86,2012,10,17,1,2,0,0.25881904510252074,0.9659258262890683
14.6,10.6,77.0,6.0,25.0,101.11,2012,7,19,2,3,0,0.49999999999999994,0.8660254037844387
-0.1,-7.0,60.0,7.0,25.0,103.135,2012,11,17,20,5,1,-0.8660254037844386,0.5000000000000001
17.5,12.7,73.0,6.0,25.0,101.2,2012,5,14,22,0,0,-0.5000000000000004,0.8660254037844384
6.4,-7.1,37.0,11.0,26.349999999999998,101.16,2012,3,31,12,5,1,1.2246467991473532e-16,-1.0
30.8,20.0,53.0,13.0,24.1,100.42,2012,6,21,11,3,0,0.258819045102521,-0.9659258262890682
12.2,-3.7,33.0,13.0,25.0,101.49,2012,4,30,21,0,0,-0.7071067811865477,0.7071067811865474
22.5,13.8,58.0,24.0,25.0,101.05,2012,5,21,21,0,0,-0.7071067811865477,0.7071067811865474
27.4,16.3,51.0,20.0,26.349999999999998,101.02,2012,6,17,16,6,1,-0.8660254037844385,-0.5000000000000004
13.3,11.4,88.0,0.0,25.0,100.58,2012,5,16,3,2,0,0.7071067811865476,0.7071067811865476
14.9,10.8,76.0,17.0,25.0,100.81,2012,5,22,22,1,0,-0.5000000000000004,0.8660254037844384
1.3,-4.0,68.0,28.0,24.1,100.94,2012,2,10,15,4,0,-0.7071067811865471,-0.7071067811865479
15.9,15.3,96.0,4.0,25.0,100.1,2012,7,27,3,4,0,0.7071067811865476,0.7071067811865476
20.0,18.6,92.0,13.0,22.750000000000004,100.35,2012,9,5,1,2,0,0.25881904510252074,0.9659258262890683
18.0,8.8,55.0,4.0,26.349999999999998,101.42,2012,6,10,7,6,1,0.9659258262890683,-0.25881904510252063
5.6,-7.7,38.0,26.0,25.0,100.82,2012,4,5,19,3,0,-0.9659258262890684,0.2588190451025203
18.4,1.7,33.0,20.0,26.349999999999998,100.88,2012,4,19,13,3,0,-0.2588190451025208,-0.9659258262890683
6.1,0.1,65.0,13.0,24.1,99.1,2012,4,9,6,0,0,1.0,6.123233995736766e-17
-3.7,-7.5,75.0,6.0,25.0,101.83,2012,11,6,6,1,0,1.0,6.123233995736766e-17
8.0,-6.7,35.0,7.0,26.349999999999998,101.36,2012,4,7,15,5,1,-0.7071067811865471,-0.7071067811865479
-1.1,-7.9,60.0,17.0,26.349999999999998,101.45,2012,3,9,15,4,0,-0.7071067811865471,-0.7071067811865479
19.4,14.7,74.0,17.0,24.1,100.68,2012,7,5,7,3,0,0.9659258262890683,-0.25881904510252063
19.3,15.3,78.0,0.0,25.0,100.88,2012,9,17,21,0,0,-0.7071067811865477,0.7071067811865474
18.9,13.5,71.0,15.0,25.0,101.31,2012,8,23,4,3,0,0.8660254037844386,0.5000000000000001
11.7,11.2,97.0,11.0,22.750000000000004,100.21,2012,9,30,17,6,1,-0.9659258262890683,-0.25881904510252063
-6.8,-14.1,56.0,26.0,24.1,102.6,2012,3,10,6,5,1,1.0,6.123233995736766e-17
24.8,16.1,58.0,9.0,25.0,101.55,2012,8,26,21,6,1,-0.7071067811865477,0.7071067811865474
1.0,-0.7,88.0,4.0,22.750000000000004,101.86,2012,11,21,23,2,0,-0.25881904510252157,0.9659258262890681
16.6,7.9,56.0,20.0,26.349999999999998,101.44,2012,9,15,13,5,1,-0.2588190451025208,-0.9659258262890683
2.3,-2.4,71.0,6.0,26.349999999999998,101.33,2012,1,23,12,0,0,1.2246467991473532e-16,-1.0
12.4,-4.3,31.0,11.0,26.349999999999998,102.01,2012,4,30,13,0,0,-0.2588190451025208,-0.9659258262890683
23.9,11.8,47.0,17.0,25.0,101.59,2012,5,20,22,6,1,-0.5000000000000004,0.8660254037844384
5.2,-3.3,54.0,20.0,24.1,101.18,2012,11,8,15,3,0,-0.7071067811865471,-0.7071067811865479
14.9,4.0,48.0,6.0,24.1,102.02,2012,3,20,11,1,0,0.258819045102521,-0.9659258262890682
24.8,18.9,70.0,24.0,22.750000000000004,100.13,2012,7,4,11,2,0,0.258819045102521,-0.9659258262890682
11.0,0.1,47.0,9.0,25.0,100.82,2012,4,14,22,5,1,-0.5000000000000004,0.8660254037844384
3.9,-9.9,36.0,24.0,26.349999999999998,101.71,2012,4,28,11,5,1,0.258819045102521,-0.9659258262890682
-3.2,-6.3,79.0,35.0,22.750000000000004,99.05,2012,2,25,14,5,1,-0.4999999999999997,-0.8660254037844388
3.3,-1.0,73.0,28.0,24.1,101.27,2012,4,22,9,6,1,0.7071067811865476,-0.7071067811865475
26.0,13.6,46.0,6.0,26.349999999999998,101.84,2012,6,16,15,5,1,-0.7071067811865471,-0.7071067811865479
-4.8,-10.8,63.0,13.0,26.349999999999998,101.39,2012,3,30,6,4,0,1.0,6.123233995736766e-17
23.8,13.4,52.0,22.0,25.0,101.05,2012,5,21,20,0,0,-0.8660254037844386,0.5000000000000001
11.0,8.4,84.0,13.0,24.1,101.29,2012,5,3,5,3,0,0.9659258262890683,0.25881904510252074
11.6,10.9,95.0,20.0,22.750000000000004,100.36,2012,9,30,15,6,1,-0.7071067811865471,-0.7071067811865479
23.8,5.6,31.0,20.0,26.349999999999998,100.67,2012,6,9,15,5,1,-0.7071067811865471,-0.7071067811865479
4.8,-1.6,63.0,13.0,25.0,101.72,2012,3,11,21,6,1,-0.7071067811865477,0.7071067811865474
16.3,10.8,70.0,7.0,25.0,100.31,2012,5,31,1,3,0,0.25881904510252074,0.9659258262890683
16.8,10.7,67.0,13.0,25.0,101.15,2012,7,29,4,6,1,0.8660254037844386,0.5000000000000001
16.8,14.6,87.0,11.0,25.0,100.46,2012,7,5,3,3,0,0.7071067811865476,0.7071067811865476
20.9,8.4,45.0,13.0,26.349999999999998,101.51,2012,9,2,19,6,1,-0.9659258262890684,0.2588190451025203
5.9,2.9,81.0,19.0,25.0,99.99,2012,10,16,5,1,0,0.9659258262890683,0.25881904510252074
26.1,18.7,64.0,6.0,22.750000000000004,99.87,2012,5,29,13,1,0,-0.2588190451025208,-0.9659258262890683
10.2,7.4,83.0,33.0,25.0,100.72,2012,10,29,6,0,0,1.0,6.123233995736766e-17
9.7,8.7,93.0,13.0,24.1,100.32,2012,10,6,10,5,1,0.49999999999999994,-0.8660254037844387
18.8,14.1,74.0,9.0,24.1,101.19,2012,6,19,6,1,0,1.0,6.123233995736766e-17
-0.3,-1.1,94.0,11.0,22.750000000000004,101.95,2012,11,12,4,0,0,0.8660254037844386,0.5000000000000001
26.9,12.3,40.0,15.0,26.349999999999998,100.58,2012,7,3,15,1,0,-0.7071067811865471,-0.7071067811865479
15.0,4.4,49.0,7.0,26.349999999999998,101.71,2012,10,9,13,1,0,-0.2588190451025208,-0.9659258262890683
10.6,0.3,49.0,6.0,24.1,101.99,2012,3,12,11,0,0,0.258819045102521,-0.9659258262890682
-6.1,-9.1,79.0,11.0,22.750000000000004,100.39,2012,1,5,8,3,0,0.8660254037844387,-0.4999999999999998
-3.7,-6.0,84.0,24.0,22.750000000000004,99.9,2012,1,17,15,1,0,-0.7071067811865471,-0.7071067811865479
27.2,16.7,53.0,19.0,24.1,100.72,2012,5,25,17,4,0,-0.9659258262890683,-0.25881904510252063
10.5,10.2,98.0,19.0,22.750000000000004,101.15,2012,9,29,19,5,1,-0.9659258262890684,0.2588190451025203
-1.5,-9.6,54.0,26.0,24.1,101.67,2012,4,28,5,5,1,0.9659258262890683,0.25881904510252074
29.4,19.7,56.0,9.0,26.349999999999998,101.06,2012,7,15,12,6,1,1.2246467991473532e-16,-1.0
-0.5,-2.9,84.0,11.0,24.1,102.16,2012,12,9,8,6,1,0.8660254037844387,-0.4999999999999998
-9.1,-10.4,90.0,11.0,22.750000000000004,100.3,2012,12,30,3,6,1,0.7071067811865476,0.7071067811865476
11.6,3.8,59.0,6.0,25.0,101.21,2012,6,1,0,4,0,0.0,1.0
-6.7,-12.4,64.0,4.0,25.0,101.55,2012,2,20,0,0,0,0.0,1.0
18.1,17.3,95.0,0.0,24.1,101.03,2012,8,8,6,2,0,1.0,6.123233995736766e-17
-4.6,-6.5,87.0,13.0,22.750000000000004,101.09,2012,3,2,13,4,0,-0.2588190451025208,-0.9659258262890683
19.3,16.5,84.0,13.0,25.0,100.21,2012,7,4,2,2,0,0.49999999999999994,0.8660254037844387
20.1,7.7,45.0,11.0,26.349999999999998,101.5,2012,5,14,10,0,0,0.49999999999999994,-0.8660254037844387
4.3,-2.9,59.0,9.0,26.349999999999998,99.51,2012,3,28,13,2,0,-0.2588190451025208,-0.9659258262890683
-10.4,-18.0,54.0,30.0,26.349999999999998,101.32,2012,1,18,15,2,0,-0.7071067811865471,-0.7071067811865479
12.3,-1.1,39.0,15.0,26.349999999999998,101.84,2012,5,6,10,6,1,0.49999999999999994,-0.8660254037844387
-6.0,-10.3,72.0,0.0,25.0,101.43,2012,2,19,3,6,1,0.7071067811865476,0.7071067811865476
-15.1,-22.4,54.0,22.0,24.1,101.34,2012,1,3,13,1,0,-0.2588190451025208,-0.9659258262890683
11.5,8.6,82.0,4.0,25.0,101.2,2012,9,17,0,0,0,0.0,1.0
0.9,-7.8,52.0,17.0,25.0,101.49,2012,11,5,17,0,0,-0.9659258262890683,-0.25881904510252063
-8.8,-15.8,57.0,11.0,26.349999999999998,103.135,2012,11,30,15,4,0,-0.7071067811865471,-0.7071067811865479
13.3,9.7,79.0,0.0,25.0,101.41,2012,9,2,4,6,1,0.8660254037844386,0.5000000000000001
21.2,18.3,84.0,9.0,25.0,100.25,2012,7,4,21,2,0,-0.7071067811865477,0.7071067811865474
7.9,4.1,77.0,17.0,24.1,99.07,2012,4,9,12,0,0,1.2246467991473532e-16,-1.0
-5.2,-14.3,49.0,15.0,24.1,101.73,2012,2,7,13,1,0,-0.2588190451025208,-0.9659258262890683
13.6,4.5,54.0,11.0,26.349999999999998,101.99,2012,9,27,13,3,0,-0.2588190451025208,-0.9659258262890683
16.0,9.6,66.0,22.0,24.1,101.51,2012,9,15,10,5,1,0.49999999999999994,-0.8660254037844387
4.6,-2.1,62.0,9.0,25.0,101.77,2012,3,12,2,0,0,0.49999999999999994,0.8660254037844387
8.4,6.2,86.0,9.0,25.0,101.57,2012,9,11,0,1,0,0.0,1.0
19.7,-0.7,25.0,22.0,26.349999999999998,101.75,2012,5,18,13,4,0,-0.2588190451025208,-0.9659258262890683
12.1,11.8,98.0,7.0,22.750000000000004,100.82,2012,10,2,3,1,0,0.7071067811865476,0.7071067811865476
1.0,-3.8,70.0,26.0,25.0,100.7,2012,2,6,5,0,0,0.9659258262890683,0.25881904510252074
-5.4,-9.1,75.0,17.0,24.1,101.19,2012,2,9,7,3,0,0.9659258262890683,-0.25881904510252063
-9.8,-14.8,67.0,19.0,26.349999999999998,102.25,2012,2,27,8,0,0,0.8660254037844387,-0.4999999999999998
24.1,13.1,50.0,22.0,24.1,100.96,2012,6,18,18,0,0,-1.0,-1.8369701987210297e-16
14.0,9.6,75.0,36.5,25.0,99.65,2012,10,29,19,0,0,-0.9659258262890684,0.2588190451025203
20.8,19.7,93.0,7.0,22.750000000000004,100.7,2012,9,4,19,1,0,-0.9659258262890684,0.2588190451025203
14.6,9.8,73.0,11.0,25.0,101.46,2012,7,20,2,4,0,0.49999999999999994,0.8660254037844387
-4.4,-9.0,70.0,7.0,25.0,102.02,2012,11,27,5,1,0,0.9659258262890683,0.25881904510252074
19.8,13.1,65.0,22.0,24.1,100.1,2012,6,25,11,0,0,0.258819045102521,-0.9659258262890682
28.8,13.2,38.0,28.0,24.1,99.66,2012,6,30,15,5,1,-0.7071067811865471,-0.7071067811865479
20.2,4.1,35.0,19.0,26.349999999999998,101.03,2012,6,1,17,4,0,-0.9659258262890683,-0.25881904510252063
-10.1,-19.1,48.0,20.0,25.0,102.01,2012,3,5,19,0,0,-0.9659258262890684,0.2588190451025203
17.6,15.6,88.0,11.0,24.1,100.75,2012,9,26,15,2,0,-0.7071067811865471,-0.7071067811865479
-8.4,-14.6,61.0,20.0,25.0,100.3,2012,2,13,4,0,0,0.8660254037844386,0.5000000000000001
3.7,1.1,83.0,36.5,24.1,99.23,2012,4,23,10,0,0,0.49999999999999994,-0.8660254037844387
17.5,10.5,63.0,4.0,25.0,101.31,2012,5,28,0,0,0,0.0,1.0
9.1,-1.3,48.0,20.0,25.0,101.37,2012,4,13,23,4,0,-0.25881904510252157,0.9659258262890681
1.9,1.5,97.0,15.0,22.750000000000004,99.6,2012,12,10,11,0,0,0.258819045102521,-0.9659258262890682
3.9,2.4,90.0,7.0,25.0,101.66,2012,3,18,3,6,1,0.7071067811865476,0.7071067811865476
7.3,2.4,71.0,19.0,25.0,100.3,2012,5,11,3,4,0,0.7071067811865476,0.7071067811865476
21.8,17.8,78.0,19.0,25.0,100.69,2012,8,12,23,6,1,-0.25881904510252157,0.9659258262890681
5.6,3.5,86.0,36.5,25.0,99.015,2012,4,23,21,0,0,-0.7071067811865477,0.7071067811865474
-3.0,-12.0,50.0,9.0,25.0,100.87,2012,4,3,3,1,0,0.7071067811865476,0.7071067811865476
6.5,1.1,68.0,7.0,25.0,100.74,2012,3,13,4,1,0,0.8660254037844386,0.5000000000000001
27.0,10.7,36.0,11.0,26.349999999999998,100.44,2012,7,3,18,1,0,-1.0,-1.8369701987210297e-16
15.0,10.8,76.0,4.0,25.0,100.85,2012,8,21,1,1,0,0.25881904510252074,0.9659258262890683
1.1,0.7,97.0,17.0,22.750000000000004,101.41,2012,3,16,9,4,0,0.7071067811865476,-0.7071067811865475
-2.5,-12.6,46.0,19.0,24.1,101.27,2012,2,8,18,2,0,-1.0,-1.8369701987210297e-16
12.9,-3.8,31.0,9.0,26.349999999999998,101.79,2012,4,30,16,0,0,-0.8660254037844385,-0.5000000000000004
20.5,18.9,91.0,7.0,24.1,99.8,2012,7,24,6,1,0,1.0,6.123233995736766e-17
-8.3,-13.7,65.0,9.0,25.0,102.59,2012,2,27,3,0,0,0.7071067811865476,0.7071067811865476
16.2,13.2,82.0,11.0,24.1,100.76,2012,7,25,6,2,0,1.0,6.123233995736766e-17
20.0,4.3,36.0,24.0,26.349999999999998,100.62,2012,4,19,17,3,0,-0.9659258262890683,-0.25881904510252063
-2.2,-7.3,68.0,13.0,25.0,103.135,2012,11,17,5,5,1,0.9659258262890683,0.25881904510252074
5.9,3.7,86.0,6.0,24.1,100.54,2012,3,25,12,6,1,1.2246467991473532e-16,-1.0
11.0,1.3,51.0,15.0,22.750000000000004,99.8,2012,4,26,17,3,0,-0.9659258262890683,-0.25881904510252063
25.1,19.2,70.0,19.0,25.0,101.19,2012,8,5,1,6,1,0.25881904510252074,0.9659258262890683
22.2,12.3,53.0,13.0,24.1,101.33,2012,3,22,16,3,0,-0.8660254037844385,-0.5000000000000004
11.6,-1.2,41.0,32.0,26.349999999999998,101.69,2012,4,17,16,1,0,-0.8660254037844385,-0.5000000000000004
-1.4,-3.6,85.0,6.0,25.0,102.29,2012,11,19,20,0,0,-0.8660254037844386,0.5000000000000001
22.6,15.4,64.0,13.0,24.1,101.56,2012,9,14,10,4,0,0.49999999999999994,-0.8660254037844387
23.5,11.0,45.0,13.0,26.349999999999998,100.74,2012,8,19,16,6,1,-0.8660254037844385,-0.5000000000000004
26.3,17.7,59.0,15.0,26.349999999999998,102.07,2012,8,26,10,6,1,0.49999999999999994,-0.8660254037844387
10.9,-4.1,35.0,15.0,25.0,101.61,2012,5,6,1,6,1,0.25881904510252074,0.9659258262890683
2.1,-8.4,46.0,17.0,26.349999999999998,101.37,2012,4,6,9,4,0,0.7071067811865476,-0.7071067811865475
-4.5,-5.9,90.0,33.0,22.750000000000004,99.015,2012,12,22,12,5,1,1.2246467991473532e-16,-1.0
15.4,12.8,84.0,15.0,22.750000000000004,99.8,2012,6,26,23,1,0,-0.25881904510252157,0.9659258262890681
20.4,10.9,54.0,9.0,24.1,101.16,2012,5,23,20,2,0,-0.8660254037844386,0.5000000000000001
9.3,-4.1,39.0,13.0,24.1,101.41,2012,3,7,14,2,0,-0.4999999999999997,-0.8660254037844388
1.8,-1.3,80.0,0.0,22.750000000000004,101.91,2012,2,16,9,3,0,0.7071067811865476,-0.7071067811865475
22.3,7.2,38.0,13.0,26.349999999999998,101.01,2012,7,9,19,0,0,-0.9659258262890684,0.2588190451025203
-6.8,-9.3,82.0,19.0,22.750000000000004,100.61,2012,2,1,2,2,0,0.49999999999999994,0.8660254037844387
-11.2,-15.0,73.0,6.0,25.0,102.06,2012,1,26,6,3,0,1.0,6.123233995736766e-17
21.5,11.8,54.0,32.0,24.1,100.69,2012,6,24,17,6,1,-0.9659258262890683,-0.25881904510252063
13.5,11.6,88.0,11.0,22.750000000000004,99.62,2012,10,15,5,0,0,0.9659258262890683,0.25881904510252074
13.7,10.5,81.0,36.5,25.0,99.32,2012,10,30,5,1,0,0.9659258262890683,0.25881904510252074
20.5,13.4,64.0,13.0,25.0,101.07,2012,6,18,1,0,0,0.25881904510252074,0.9659258262890683
-8.1,-11.1,79.0,4.0,22.750000000000004,100.15,2012,1,7,2,5,1,0.49999999999999994,0.8660254037844387
1.8,-11.9,35.0,26.0,26.349999999999998,101.64,2012,4,29,7,6,1,0.9659258262890683,-0.25881904510252063
26.5,18.2,60.0,13.0,25.0,101.28,2012,8,4,22,5,1,-0.5000000000000004,0.8660254037844384
17.7,13.7,77.0,11.0,26.349999999999998,100.27,2012,6,28,6,3,0,1.0,6.123233995736766e-17
10.9,1.3,51.0,24.0,26.349999999999998,99.8,2012,11,23,13,4,0,-0.2588190451025208,-0.9659258262890683
5.9,-0.1,65.0,22.0,26.349999999999998,101.27,2012,4,22,14,6,1,-0.4999999999999997,-0.8660254037844388
12.5,10.3,86.0,7.0,22.750000000000004,100.48,2012,6,2,11,5,1,0.258819045102521,-0.9659258262890682
-1.5,-3.5,86.0,13.0,25.0,102.84,2012,11,16,23,4,0,-0.25881904510252157,0.9659258262890681
27.7,13.5,42.0,11.0,26.349999999999998,101.71,2012,8,24,14,4,0,-0.4999999999999997,-0.8660254037844388
-1.0,-4.8,75.0,19.0,24.1,102.93,2012,11,15,9,3,0,0.7071067811865476,-0.7071067811865475
-4.1,-9.3,67.0,30.0,25.0,100.2,2012,11,25,4,6,1,0.8660254037844386,0.5000000000000001
16.5,15.8,96.0,22.0,22.750000000000004,101.06,2012,9,14,20,4,0,-0.8660254037844386,0.5000000000000001
5.9,3.3,83.0,9.0,24.1,101.29,2012,10,7,8,6,1,0.8660254037844387,-0.4999999999999998
25.8,11.9,42.0,17.0,26.349999999999998,101.1,2012,7,28,16,5,1,-0.8660254037844385,-0.5000000000000004
24.3,8.5,37.0,15.0,26.349999999999998,100.72,2012,7,8,15,6,1,-0.7071067811865471,-0.7071067811865479
25.3,7.5,32.0,9.0,26.349999999999998,101.47,2012,6,10,20,6,1,-0.8660254037844386,0.5000000000000001
-8.6,-15.6,57.0,19.0,25.0,101.44,2012,1,10,23,1,0,-0.25881904510252157,0.9659258262890681
16.6,-1.7,29.0,11.0,26.349999999999998,101.57,2012,5,6,17,6,1,-0.9659258262890683,-0.25881904510252063
-12.6,-20.1,53.0,24.0,25.0,100.68,2012,1,3,4,1,0,0.8660254037844386,0.5000000000000001
10.9,9.0,88.0,9.0,22.750000000000004,100.26,2012,5,29,6,1,0,1.0,6.123233995736766e-17
12.0,7.9,76.0,9.0,26.349999999999998,100.32,2012,10,6,17,5,1,-0.9659258262890683,-0.25881904510252063
0.0,-6.8,60.0,19.0,26.349999999999998,101.38,2012,2,21,12,1,0,1.2246467991473532e-16,-1.0
2.2,-3.5,66.0,30.0,24.1,99.19,2012,1,2,11,0,0,0.258819045102521,-0.9659258262890682
5.3,2.5,82.0,19.0,22.750000000000004,100.8,2012,4,21,16,5,1,-0.8660254037844385,-0.5000000000000004
26.0,20.4,71.0,19.0,24.1,99.84,2012,7,17,18,1,0,-1.0,-1.8369701987210297e-16
13.7,9.9,78.0,0.0,25.0,101.08,2012,6,10,2,6,1,0.49999999999999994,0.8660254037844387
11.0,6.1,72.0,13.0,25.0,100.07,2012,10,20,21,5,1,-0.7071067811865477,0.7071067811865474
24.5,6.0,30.0,9.0,26.349999999999998,102.08,2012,6,15,18,4,0,-1.0,-1.8369701987210297e-16
2.8,-1.8,72.0,28.0,25.0,99.58,2012,11,24,6,5,1,1.0,6.123233995736766e-17
17.4,17.1,98.0,4.0,22.750000000000004,100.92,2012,8,8,3,2,0,0.7071067811865476,0.7071067811865476
21.8,14.0,61.0,15.0,25.0,101.05,2012,5,21,23,0,0,-0.25881904510252157,0.9659258262890681
3.6,-1.5,69.0,26.0,24.1,100.95,2012,12,5,9,2,0,0.7071067811865476,-0.7071067811865475
0.7,-4.5,68.0,22.0,25.0,100.71,2012,2,18,1,5,1,0.25881904510252074,0.9659258262890683
12.9,12.2,96.0,15.0,22.750000000000004,99.97,2012,10,20,1,5,1,0.25881904510252074,0.9659258262890683
27.1,17.6,56.0,19.0,26.349999999999998,101.11,2012,6,11,19,0,0,-0.9659258262890684,0.2588190451025203
-6.1,-8.7,82.0,7.0,22.750000000000004,100.15,2012,1,7,9,5,1,0.7071067811865476,-0.7071067811865475
-16.6,-23.8,54.0,11.0,25.0,100.6,2012,2,12,4,6,1,0.8660254037844386,0.5000000000000001
-9.4,-15.0,64.0,26.0,25.0,101.08,2012,1,12,2,3,0,0.49999999999999994,0.8660254037844387
